,Title,City,Area,Size,Rooms,Bedrooms,Bathrooms,Price,Features,Property Type,Condition,Age,Floor,Orientation
78,Rent an apartment in Les Hôpitaux. Large area 111 m². Cellar.,Casablanca,Les Hôpitaux,111,4,3,2,"11,000 DH","Terrace, Garage, Elevator, Concierge, Box room, Furnished, Exterior facade, Moroccan lounge, European lounge, Satellite dish, Air conditioning, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Pets allowed",Apartment,Good condition,10-20 years old,Marble,East
79,Rent an apartment in Hermitage. 2 beautiful rooms. New furniture.,Casablanca,Hermitage,65,3,2,,"8,500 DH","Garage, Elevator, Concierge, Furnished, Exterior facade, Moroccan lounge, Satellite dish, Air conditioning, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet, Pets allowed",Apartment,New,1-5 years old,Marble,East
80,"Apartment for rent in Bourgogne Ouest. 3 rooms. With Lift, Balcony.",Casablanca,Bourgogne Ouest,157,3,3,3,"12,000 DH","Terrace, Garage, Elevator, Air conditioning",Apartment,Good condition,5-10 years old,Marble,South
81,Rent this apartment in Racine. Dimension 70 m². Attic.,Casablanca,Racine,70,3,,,"7,200 DH","Garage, Elevator, Concierge, Box room, Furnished, Exterior facade, European lounge, Satellite dish, Air conditioning, Heating, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet, Pets allowed",Apartment,Good condition,5-10 years old,Marble,South
82,Rent this apartment in Bourgogne Ouest. Small area 53 m². Attic.,Casablanca,Bourgogne Ouest,53,2,,,"7,200 DH","Terrace, Garage, Elevator, Sea views, Concierge, Box room, Furnished, Exterior facade, European lounge, Satellite dish, Air conditioning, Heating, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet, Pets allowed",Apartment,Good condition,5-10 years old,Marble,East
83,Rent this apartment in Maârif Extension. 1 lovely room. Furnished.,Casablanca,Maârif,60,3,,,"7,200 DH","Garden, Terrace, Garage, Elevator, Concierge, Box room, Furnished, European lounge, Satellite dish, Air conditioning, Heating, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet, Pets allowed",Apartment,New,1-5 years old,Marble,South
84,Very nice apartment for rent in Bourgogne Ouest. 4 comfortable rooms. Attic.,Casablanca,Bourgogne Ouest,93,4,2,2,"8,300 DH","Garden, Terrace, Garage, Elevator, Concierge, Box room, Furnished, Exterior facade, European lounge, Satellite dish, Air conditioning, Heating, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet, Pets allowed",Apartment,Good condition,10-20 years old,Marble,West
85,Apartment for rent in Gauthier. Total area 140 m². Dressing room.,Casablanca,Gauthier,140,4,2,2,"14,000 DH","Terrace, Garage, Elevator, Pool, Concierge, Box room, Furnished, Exterior facade, European lounge, Satellite dish, Air conditioning, Heating, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet, Pets allowed",Apartment,New,1-5 years old,Marble,West
86,Beautiful villa for rent in Oasis. Small area 400 m². Parking spaces and terrace.,Casablanca,Oasis,400,6,4,2,"32,000 DH","Garden, Terrace, Garage, Pool, European lounge, Heating",Villa,Good condition,,,
87,Lovely apartment for rent in Triangle d'Or. Area of 58 m². Well furnished.,Casablanca,Triangle d'Or,58,2,,2,"8,000 DH","Terrace, Garage, Elevator, Furnished, Air conditioning, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave",Apartment,Good condition,,,
88,"Luxury Villa for rent in Anfa. 7 large living areas. Working fireplace, Property with swimming pool.",Casablanca,Anfa,530,7,5,3,"42,000 DH","Garden, Terrace, Garage, Pool, Moroccan lounge, European lounge, Satellite dish, Fireplace, Internet, Pets allowed",Villa,Good condition,20-30 years old,Marble,
89,Apartment for rent in Bourgogne Ouest. Area of 54 m². Caretaker service and air conditioning.,Casablanca,Bourgogne Ouest,54,2,,,"7,000 DH","Terrace, Garage, Elevator, Concierge, Air conditioning, Heating, Oven",Apartment,New,Less than 1 year,Marble,West
90,"Lovely apartment for rent in Californie. 3 rooms. caretaker service available, General air conditioning.",Casablanca,Californie,124,7,3,2,"11,000 DH","Garden, Terrace, Garage, Elevator, Concierge, Exterior facade, Air conditioning, Heating, Security system, Oven, Microwave",Apartment,New,Less than 1 year,Marble,West
91,Apartment for rent in Palmier. 1 room. Storage unit.,Casablanca,Palmier,40,2,,,"7,500 DH","Garage, Elevator, Concierge, Furnished, Exterior facade, European lounge, Satellite dish, Air conditioning, Heating, Security system, Double glazing, Equipped kitchen, Fridge, Oven, TV, Washing machine",Apartment,Good condition,1-5 years old,Marble,South
92,Very nice apartment for rent in Hay Tasahol. Small area 68 m². Dressing room.,Casablanca,El Manar - El Hank,68,5,2,2,"11,500 DH","Terrace, Garage, Elevator, Concierge, Furnished, European lounge, Satellite dish, Fireplace, Air conditioning, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave",Apartment,Good condition,1-5 years old,Marble,West
93,Very nice apartment for rent in Sidi Maarouf. 2 rooms. Moroccan living room and satellite dish.,Casablanca,Sidi Maarouf,137,2,2,2,"4,800 DH","Terrace, Box room, Exterior facade, Moroccan lounge, European lounge, Satellite dish",Apartment,Good condition,10-20 years old,South,Tiled
94,Find an apartment for rent in Casablanca Finance City. Large area 124 m². Ample storage space.,Casablanca,Casablanca Finance City,124,3,2,2,"16,000 DH","Terrace, Garage, Elevator, Concierge, Furnished, Air conditioning, Heating, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave",Apartment,New,1-5 years old,11th,Marble
95,Very nice apartment for rent in Triangle d'Or. 5 large living areas. Equipped kitchen.,Casablanca,Triangle d'Or,120,5,3,3,"11,000 DH","Garage, Elevator, Concierge, Equipped kitchen, Oven",Apartment,New,10-20 years old,4th,Marble
96,Apartment for rent in Gauthier. 3 large living areas. Caretaker.,Casablanca,Gauthier,75,3,3,,"6,500 DH","Elevator, Concierge",Apartment,Good condition,10-20 years old,Marble,South
97,Apartment for rent in Les Hôpitaux. 1 lovely room. Fully furnished.,Casablanca,Les Hôpitaux,40,2,,,"6,500 DH","Garage, Elevator, Concierge, Furnished, Exterior facade, European lounge, Air conditioning, Security system, Equipped kitchen, Fridge, Oven, TV, Washing machine",Apartment,New,Less than 1 year,Marble,South
98,"Apartment for rent in Bourgogne Est. Small area 219 m². Usable fireplace, caretaker service.",Casablanca,Bourgogne Est,219,5,4,4,"12,000 DH","Garage, Elevator, Concierge, Fireplace, Oven",Apartment,Good condition,2nd,Marble,
99,High quality villa for rent in Gauthier. Dimension 262 m².,Casablanca,Gauthier,262,4,4,,"30,000 DH",Terrace,Villa,Good condition,,,
100,Find an apartment for rent in Gauthier. 3 lovely rooms. Private garage.,Casablanca,Gauthier,250,3,3,,"14,000 DH","Garage, Fireplace",Apartment,Good condition,,,
101,Very nice apartment for rent in Mers Sultan. 1 Living area. New furniture.,Casablanca,Mers Sultan,50,,,,"4,500 DH","Terrace, Garage, Elevator, Furnished, Exterior facade, Air conditioning, Security system, Equipped kitchen, Fridge, Oven, TV, Washing machine",Apartment,Good condition,,,
102,"Fabulous villa for rent in Ain Diab Extension. 9 large living areas. With Lift, Balcony.",Casablanca,Ain Diab Extension,700,9,4,5,"48,000 DH",Pool,Villa,New,5-10 years old,West,Marble
103,Find an apartment for rent in Triangle d'Or. Area of 150 m². Ample storage space.,Casablanca,Triangle d'Or,150,4,3,2,"12,000 DH","Terrace, Garage, Elevator, Concierge, Furnished, Moroccan lounge, European lounge, Satellite dish, Fireplace, Air conditioning, Heating, Security system, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet, Pets allowed",Apartment,New,1-5 years old,Marble,South
104,Very nice apartment for rent in Bourgogne Ouest. Area of 110 m². Cellar.,Casablanca,Bourgogne Ouest,110,3,2,2,"8,000 DH","Terrace, Garage, Elevator, Concierge, Furnished, Moroccan lounge, European lounge, Satellite dish, Air conditioning, Heating, Security system, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet, Pets allowed",Apartment,New,5-10 years old,Tiled,South
105,Great apartment for rent in CIL (Hay Salam). 1 lovely room. Cellar.,Casablanca,CIL (Hay Salam),54,2,,2,"8,500 DH","Terrace, Garage, Elevator, Concierge, Furnished, Exterior facade, European lounge, Satellite dish, Air conditioning, Heating, Security system, Double glazing, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Pets allowed",Apartment,New,Less than 1 year,Marble,South
106,Apartment for rent in Maârif. Surface area 43 m². Ample storage space.,Casablanca,Maârif,43,2,,,"6,001 DH","Terrace, Garage, Concierge, Furnished, European lounge, Air conditioning, Equipped kitchen, Fridge, Oven, Washing machine, Microwave",Apartment,Good condition,5-10 years old,Marble,South
107,Magnificent villa for rent in Ain Diab. 5 lovely rooms. Beautiful terrace and garden.,Casablanca,Ain Diab,103,6,5,5,"28,000 DH","Garden, Terrace, Garage, Concierge, Fireplace",Villa,Good condition,5-10 years old,Tiled,
108,Rent an apartment in Maârif. 2 large rooms. Attic.,Casablanca,Maârif,40,2,,,"6,500 DH","Garage, Elevator, Concierge, Furnished, Exterior facade, European lounge, Satellite dish, Air conditioning, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave",Apartment,New,1st,,
109,High quality villa for rent in Californie. 15 rooms. Furnishings.,Casablanca,Californie,1300,15,5,4,"55,000 DH","Garden, Terrace, Garage, Pool, Concierge, Box room, Furnished, Moroccan lounge, European lounge, Satellite dish, Fireplace, Air conditioning, Heating, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet, Pets allowed",Villa,Good condition,20-30 years old,South,Marble
110,"High quality villa rental in Californie. Total area 450 m². General satellite dish system, On site security.",Casablanca,Californie,450,12,4,5,"40,000 DH","Garden, Terrace, Garage, Elevator, Pool, Concierge, Box room, Moroccan lounge, European lounge, Satellite dish, Fireplace, Air conditioning, Heating, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet, Pets allowed",Villa,New,Less than 1 year,South,Marble
111,Apartment for rent in Sidi Maarouf. 2 beautiful rooms. Well decorated.,Casablanca,Sidi Maarouf,88,4,2,2,"6,500 DH","Garden, Terrace, Garage, Elevator, Concierge, Furnished, Moroccan lounge, European lounge, Satellite dish, Fireplace, Air conditioning, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet, Pets allowed",Apartment,Good condition,10-20 years old,Marble,South
112,Great apartment for rent in Gauthier. Small area 91 m². Well equipped kitchen.,Casablanca,Gauthier,91,3,2,,"9,000 DH","Elevator, Equipped kitchen",Apartment,Good condition,5-10 years old,Marble,
113,Apartment for rent in Gauthier. 4 large rooms. Well furnished.,Casablanca,Gauthier,145,4,3,2,"11,000 DH","Garage, Elevator, Concierge, Furnished",Apartment,Good condition,5-10 years old,4th,Marble
114,Flat for rent in Gauthier. 2 beautiful rooms. With lift.,Casablanca,Gauthier,75,3,2,,"7,000 DH","Garage, Elevator",Apartment,Good condition,5-10 years old,3rd,Tiled
115,Great apartment for rent in Racine. Area 141 m². Fireplace and caretaker.,Casablanca,Racine,141,4,3,2,"10,500 DH","Terrace, Garage, Elevator, Concierge, Fireplace, Air conditioning",Apartment,Good condition,5-10 years old,7th,Marble
116,Apartment for rent in Racine. 2 beautiful rooms. With lift.,Casablanca,Racine,110,3,2,2,"9,000 DH","Garage, Elevator",Apartment,Good condition,5-10 years old,Tiled,
117,High quality villa for rent in CIL (Hay Salam). 5 comfortable rooms. Fireplace and caretaker service.,Casablanca,CIL (Hay Salam),500,5,4,2,"30,000 DH","Garden, Terrace, Garage, Concierge, Fireplace, Air conditioning",Villa,Good condition,5-10 years old,Marble,
118,High quality villa for rent in Californie. 6 rooms. Garden and terrace.,Casablanca,Californie,1000,6,5,3,"55,000 DH","Garden, Terrace, Garage, Pool, Fireplace",Villa,Good condition,1-5 years old,Marble,
119,"Lovely apartment for rent in Racine. 3 rooms. caretaker service available, General air conditioning.",Casablanca,Racine,200,3,3,3,"18,000 DH","Elevator, Concierge, Exterior facade, Air conditioning",Apartment,New,1-5 years old,Marble,South
120,Apartment for rent in Maârif. 1 lovely room. Furnished.,Casablanca,Bourgogne Ouest,74,,2,2,"8,500 DH","Garage, Elevator, Concierge, Box room, Furnished, Exterior facade, Air conditioning, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet",Apartment,New,1-5 years old,Marble,North
121,Flat for rent in Palmier. 1 Living area.,Casablanca,Palmier,50,,2,,"5,500 DH",,Apartment,Good condition,5-10 years old,2nd,Marble
122,"Rent an apartment in Belvédère. 3 comfortable rooms. No Lift, Large terrace.",Casablanca,Belvédère,110,3,3,2,Price on request,"Terrace, Garage, Elevator, Concierge, Exterior facade, Moroccan lounge, European lounge, Satellite dish, Security system, Double glazing, Equipped kitchen, Oven",Apartment,New,5-10 years old,Tiled,South
123,Rent an apartment in Gauthier. Area of 55 m². Furnishings.,Casablanca,Gauthier,55,2,,,"9,000 DH","Terrace, Garage, Elevator, Concierge, Furnished, Satellite dish, Air conditioning, Heating, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet",Apartment,New,1-5 years old,3rd,Wooden
124,Apartment for rent in Sidi Maarouf. Surface area 74 m². Ample storage space.,Casablanca,Sidi Maarouf,74,,2,2,"7,500 DH","Garden, Terrace, Garage, Elevator, Concierge, Furnished, European lounge, Security system, Equipped kitchen, Fridge, Oven, TV, Washing machine",Apartment,Good condition,1-5 years old,1st,Marble
125,Flat for rent in Maârif Extension. 3 large living areas. Satellite dish system and secured residence.,Casablanca,Maârif Extension,70,3,2,,"5,500 DH","Terrace, Garage, Elevator, Concierge, Satellite dish, Security system",Apartment,Good condition,10-20 years old,Tiled,West
126,Apartment for rent in Racine. Small area 58 m². Well furnished.,Casablanca,Racine,58,2,,,"8,000 DH","Terrace, Garage, Elevator, Concierge, Furnished, European lounge, Satellite dish, Fireplace, Air conditioning, Heating, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave",Apartment,New,1-5 years old,South,Wooden
127,Apartment for rent in Maârif Extension. Large area 198 m². Storage unit.,Casablanca,Maârif Extension,198,,3,4,"15,000 DH","Terrace, Garage, Elevator, Concierge, Box room, Furnished, European lounge, Satellite dish, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet",Apartment,Good condition,10-20 years old,Wooden,
128,"Very nice apartment for rent in La Gironde. 2 rooms. No Lift, Balcony.",Casablanca,La Gironde,80,3,2,,"5,000 DH","Terrace, Garage, Elevator, Concierge, Box room, Exterior facade, Double glazing, Equipped kitchen",Apartment,New,5-10 years old,Tiled,East
129,"Lovely apartment for rent in Maârif Extension. Total area 83 m². Traditional Moroccan living room, secured residence.",Casablanca,Maârif Extension,83,3,2,2,"7,600 DH","Garage, Elevator, Concierge, Exterior facade, Moroccan lounge, European lounge, Air conditioning, Security system, Equipped kitchen, Oven",Apartment,New,Less than 1 year,Marble,South
130,Apartment for rent in Sidi Maarouf. 1 Room. Furnished.,Casablanca,Sidi Maarouf,94,,2,2,"5,500 DH","Garage, Elevator, Furnished, Moroccan lounge, Equipped kitchen, Fridge, Oven",Apartment,Good condition,2nd,,
131,Great apartment for rent in Bourgogne Ouest. Area of 90 m². Well decorated.,Casablanca,Bourgogne Ouest,90,3,2,2,"6,800 DH","Terrace, Garage, Elevator, Concierge, Furnished, Exterior facade, Moroccan lounge, European lounge, Air conditioning, Security system, Equipped kitchen, Fridge, Oven, Washing machine, Microwave",Apartment,Good condition,Marble,,
132,"Apartment for rent in Les Hôpitaux. 4 comfortable rooms. Traditional living room, Secured residence.",Casablanca,Les Hôpitaux,157,4,3,2,"8,000 DH","Terrace, Garage, Elevator, Concierge, Exterior facade, Moroccan lounge, European lounge, Fireplace, Heating, Security system, Equipped kitchen, Oven, Pets allowed",Apartment,Good condition,10-20 years old,Marble,South
133,"Fabulous villa for rent in Ain Diab Extension. Dimension 350 m². caretaker service available, Property with swimming pool.",Casablanca,Ain Diab Extension,350,5,4,4,"33,000 DH","Garden, Terrace, Garage, Pool, Concierge, Box room, Moroccan lounge, European lounge, Air conditioning, Equipped kitchen, Oven, Pets allowed",Villa,Good condition,10-20 years old,South,Marble
134,Great apartment for rent in Racine. 3 lovely rooms.,Casablanca,Racine,175,4,3,2,"16,000 DH",,Apartment,Good condition,,,
135,Lovely apartment for rent in Casablanca Finance City. 1 room.,Casablanca,Casablanca Finance City,70,2,,2,"11,000 DH",,Apartment,New,,,
136,Rent an apartment in Triangle d'Or. 6 rooms. caretaker and air conditioning.,Casablanca,Triangle d'Or,150,7,3,2,"16,000 DH","Garage, Elevator, Concierge, Moroccan lounge, European lounge, Air conditioning, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave",Apartment,Good condition,5-10 years old,4th,Marble
137,Magnificent villa for rent in Ain Diab Extension. 5 beautiful rooms. Fireplace and caretaker service.,Casablanca,Ain Diab Extension,600,6,5,4,"50,000 DH","Garden, Terrace, Garage, Sea views, Pool, Concierge, Fireplace",Villa,New,,,
138,"Apartment for rent in Gauthier. 3 rooms. No Lift, Large terrace.",Casablanca,Gauthier,204,4,3,2,"19,500 DH","Terrace, Garage, Elevator, Concierge, Double glazing",Apartment,Good condition,5-10 years old,9th,Wooden
139,Flat for rent in Californie. 4 comfortable rooms. Fully furnished.,Casablanca,Californie,160,4,3,2,"16,500 DH","Garden, Terrace, Garage, Elevator, Pool, Concierge, Furnished, Moroccan lounge, European lounge, Satellite dish, Fireplace, Air conditioning, Heating, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, Washing machine, Microwave, Internet",Apartment,Good condition,5-10 years old,Marble,South
140,Rent an apartment in Les princesses. Small area 139 m².,Casablanca,Les princesses,139,3,3,2,"2,600,000 DH",,Apartment,New,1-5 years old,Marble,South
141,Rent an apartment in Racine. Large area 135 m². Well decorated.,Casablanca,Racine,135,2,2,2,"22,000 DH","Terrace, Garage, Elevator, Concierge, Box room, Furnished, European lounge, Air conditioning, Fridge, Oven, TV",Apartment,New,,,
142,Apartment for rent in Oasis. 2 rooms. Furnished.,Casablanca,Oasis,45,2,,,"6,700 DH","Garage, Elevator, Concierge, Furnished, Exterior facade, European lounge, Satellite dish, Air conditioning, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Pets allowed",Apartment,New,,,
143,Find an apartment for rent in Sidi Maarouf. 2 rooms.,Casablanca,Sidi Maarouf,75,2,2,,"4,500 DH",,Apartment,Good condition,,,
